url,sub_job_title,industry,job_value_avg,job_value_range_low,job_value_range_high,job_value_sample_n,job_value_template,lead_cost_low,lead_cost_high,lead_cost_note
https://www.homeadvisor.com/cost/stairs-and-railings/build-stairs-or-railings/,Stair Replacement Cost,,1872,1054,2847,4988,A,,,
https://www.homeadvisor.com/cost/bathrooms/install-glass-blocks-or-tiles/,Glass Block Windows Cost,Remodeling/general contracting,728,469,987,496,A,90,150,
https://www.homeadvisor.com/cost/cleaning-services/move-out-cleaning/,Move-Out Cleaning Cost,,360,120,420,0,A,,,
https://www.homeadvisor.com/cost/roofing/flat-roof/,Flat Roof Replacement Cost,Roofing,8875,8875,8875,1923,A,15,550,
https://www.homeadvisor.com/cost/siding/cedar-shake-shingles/,Cedar Shake Siding Cost,Siding,13000,16500,29500,0,A,105,105,
https://www.homeadvisor.com/cost/bathrooms/install-a-glass-shower-door/,Glass Shower Door Installatio,Remodeling/general contracting,904,510,1323,4341,A,90,150,
https://www.homeadvisor.com/cost/roofing/metal-roof-repair/,Metal Roof Repair Cost,Roofing,2595,1065,4125,2358,A,15,550,
https://www.homeadvisor.com/cost/architects-and-engineers/get-a-building-permit/,Building Permit Cost,,1650,530,3040,0,A,,,
https://www.homeadvisor.com/cost/outdoor-living/stone-patios/,Stone Patio Cost,,9000,6250,11500,0,A,,,
https://www.homeadvisor.com/cost/environmental-safety/test-or-remove-toxic-lead/,Lead Paint Inspection Cost,,339,240,438,473,A,,,
https://www.homeadvisor.com/cost/kitchens/repair-replace-ice-maker/,Ice Maker Repair Cost,Remodeling/general contracting,260,200,300,0,A,90,150,
https://www.homeadvisor.com/cost/bathrooms/refinish-a-bathtub/,Bathtub Refinishing Cost,Remodeling/general contracting,584,400,773,7360,A,90,150,
https://www.homeadvisor.com/cost/walls-and-ceilings/install-a-brick-stone-or-block-wall/,Brick Wall Cost,,7145,3512,11466,3042,A,,,
https://www.homeadvisor.com/cost/cleaning-services/install-a-central-air-cleaner/,Whole-Home Air Purifier Cost,,2965,288,5770,734,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/repair-carpentry-framing/,Repair Dry Rot Cost,,1114,555,1784,3156,A,,,
https://www.homeadvisor.com/cost/roofing/asphalt-shingles-install-replace/,Shingle Roof Replacement Cost Calculator,Roofing,9928,5866,14493,34773,A,15,550,
https://www.homeadvisor.com/cost/kitchens/,Kitchen Installation Cost,,65000,35000,95000,0,A,,,
https://www.homeadvisor.com/cost/landscape/excavate-land/,Excavation Cost,Landscaping/lawn care,3970,1658,6707,3442,A,8,45,
https://www.homeadvisor.com/cost/cleaning-services/clean-a-roof/,Cost to Pressure Clean a Roof,,228,145,329,9130,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/install-a-hot-tub/,Hot Tub Installation Cost,,2300,4200,1900,0,A,,,
https://www.homeadvisor.com/cost/siding/stone-veneer-siding/,Stone Veneer Siding Costs,Siding,16000,13000,22000,0,A,105,105,
https://www.homeadvisor.com/cost/roofing/install-a-roof/,Roof Replacement Cost,Roofing,17949,5466,30455,64268,A,15,550,
https://www.homeadvisor.com/cost/bathrooms/install-a-bathtub-or-shower-liner/,Shower or Bathtub Liner Cost,Remodeling/general contracting,6394,2681,10147,1301,A,90,150,
https://www.homeadvisor.com/cost/cleaning-services/solar-panel-maintenance/,Solar Panel Maintenance Cost,Solar,520,390,720,0,A,100,100,
https://www.homeadvisor.com/cost/environmental-safety/remove-mold-and-toxic-materials/,Mold Remediation Cost,Mold removal,2619,1590,3920,7946,A,75,650,
https://www.homeadvisor.com/cost/cleaning-services/estate-cleanout/,Estate Clean-Out Cost,,1250,275,4000,0,A,,,
https://www.homeadvisor.com/cost/stairs-and-railings/wrought-iron-railings/,Wrought Iron Railing Installation Cost,,2600,1600,4600,0,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/drywall-installation-hanging/,Drywall Installation Cost Calculator,,1917,1086,2889,14712,A,,,
https://www.homeadvisor.com/cost/bathrooms/retile-bathroom-shower/,Shower Tiling Cost,Remodeling/general contracting,2700,1800,5000,0,A,90,150,
https://www.homeadvisor.com/cost/cleaning-services/clean-chimney/,Chimney Sweep Cost,,254,129,381,19349,A,,,
https://www.homeadvisor.com/cost/outdoor-living/build-a-deck/,Deck Building Cost,,7241,4067,10414,20470,A,,,
https://www.homeadvisor.com/cost/additions-and-remodels/bump-out-addition/,Bump-Out Addition Cost,Remodeling/general contracting,27000,10000,43000,0,A,90,150,
https://www.homeadvisor.com/cost/painting/paint-a-home-interior/,Interior Paint Cost,,1915,981,2895,65268,A,,,
https://www.homeadvisor.com/cost/kitchens/chest-freezer-installation/,Deep Freezer Cost,Remodeling/general contracting,675,450,1340,0,A,90,150,
https://www.homeadvisor.com/cost/kitchens/remodel-a-kitchen/,Kitchen Remodel Cost,Remodeling/general contracting,26885,16486,40336,13114,A,90,150,
https://www.homeadvisor.com/cost/cleaning-services/clean-furniture/,Upholstery Cleaning Cost,,200,131,270,8687,A,,,
https://www.homeadvisor.com/cost/plumbing/install-a-sump-pump/,Sump Pump Replacement Cost,Plumbing,1405,499,2334,1694,A,5,255,
https://www.homeadvisor.com/cost/safety-and-security/install-fire-protection/,Fire Sprinkler System Cost,,744,182,1420,208,A,,,
https://www.homeadvisor.com/cost/electrical/install-an-outlet/,Outlet Installation Cost,Electrical,229,138,320,4702,A,10,175,
https://www.homeadvisor.com/cost/patios-and-walkways/install-concrete-patio/,Concrete Patio Cost Calculator,,3556,1919,5394,18411,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/hire-carpenter/,Carpenter Hourly Cost,,100,75,125,0,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/repair-brick-work/,Brick Wall Repair Cost,,2604,2604,2604,4784,A,,,
https://homeadvisor.com/cost/kitchens/remodel-a-kitchen/,Kitchen Remodel Cost,,26944,14589,41555,13115,A,,,
http://homeadvisor.com/cost/kitchens/remodel-a-kitchen/,Kitchen Remodel Cost,,26944,14589,41555,13115,A,,,
https://www.homeadvisor.com/cost/cleaning-services/clean-dryer-vents,Dryer Vent Cleaning Cost,,149,100,200,15437,A,,,
https://www.homeadvisor.com/cost/cleaning-services/rent-a-dumpster,Dumpster Rental Cost,,267,238,311,5003,A,,,
https://www.homeadvisor.com/cost/outdoor-living/build-balcony/,Balcony Cost,,14000,8000,25000,0,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/remove-and-fill-in-pool/,Pool Fill-In Cost,,8000,4000,12000,0,A,,,
https://www.homeadvisor.com/cost/garages/gravel-driveway-road/,Gravel Driveway Cost Calculator,,1800,500,3500,0,A,,,
https://www.homeadvisor.com/cost/basements/remodel-a-basement,Basement Remodel Cost,,31238,18095,48746,7262,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/soundproof-a-room/,Soundproofing a Room Costs,,2472,1436,3566,194,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/install-a-fireplace-or-woodstove/,Wood-Burning Stove Installation Cost,HVAC (AC/Heating),2668,1274,4200,1640,A,10,325,
https://www.homeadvisor.com/cost/doors-and-windows/smart-glass/,Smart Glass Cost Calculator,Door installation,100,50,150,0,A,10,60,
https://www.homeadvisor.com/cost/heating-and-cooling/repair-a-geothermal-heating-or-cooling-system/,Geothermal HVAC System Repair Cost Calculator,HVAC (AC/Heating),3032,238,6525,257,A,10,325,
https://www.homeadvisor.com/cost/cabinets-and-countertops/butcher-block/,Install Butcher Block Countertops Cost,,3750,1200,5000,0,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/coffered-ceiling/,Coffered Ceiling Cost,,3750,3000,4500,0,A,,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/laminate-countertops/,Laminate Countertops Cost,,1251,841,1748,1643,A,,,
https://www.homeadvisor.com/cost/landscape/install-a-water-fountain/,Water Fountain Installation Cost,Landscaping/lawn care,2847,927,4972,0,A,8,45,
https://www.homeadvisor.com/cost/attics/,Attic Finishing Cost,,20000,7500,35000,0,A,,,
https://www.homeadvisor.com/cost/home-offices/install-a-computer-network-or-wiring/,Ethernet Installation Cost,,516,215,825,2989,A,,,
https://www.homeadvisor.com/cost/fencing/repair-an-aluminum-or-steel-fence/,Aluminum Fence Repair Cost Calculator,Fencing,803,410,1196,384,A,55,175,
https://www.homeadvisor.com/cost/heating-and-cooling/replace-air-handler-fan-coil-unit/,Air Handler Replacement Cost,HVAC (AC/Heating),2800,1800,3500,0,A,10,325,
https://www.homeadvisor.com/cost/plumbing/install-a-water-main/,Main Line Water Replacement Cost,Plumbing,1192,591,1878,5494,A,5,255,
https://www.homeadvisor.com/cost/landscape/install-stone-retaining-wall/,Stone Wall Cost,Landscaping/lawn care,5025,3650,6420,0,A,8,45,
https://www.homeadvisor.com/cost/painting/paint-ceiling/,Ceiling Painting Cost,,250,200,500,0,A,,,
https://www.homeadvisor.com/cost/garages/remodel-a-garage/,Garage Renovation Cost Calculator,,16659,6006,27726,956,A,,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/install-copper-countertops/,Copper Countertops Installation Cost,,7500,6650,8400,0,A,,,
https://www.homeadvisor.com/cost/lawn-and-garden/remove-leaves/,Leaf Removal Cost,Landscaping/lawn care,299,175,445,124,A,8,45,
https://www.homeadvisor.com/cost/outdoor-living/raised-patio/,How Much Does a Raised Patio Cost?,,47,10,85,0,"B (range-only, avgCost is a midpoint estimate)",,,
https://www.homeadvisor.com/cost/heating-and-cooling/repair-a-heat-pump/,Heat Pump Repair Cost,HVAC (AC/Heating),410,161,661,4009,A,10,325,
https://www.homeadvisor.com/cost/storage-and-organization/hire-a-professional-organizer/,Professional Organizer Cost Calculator,,483,253,745,2939,A,,,
https://www.homeadvisor.com/cost/landscape/install-landscape-curbing/,Landscape Curbing Cost,Landscaping/lawn care,2065,1031,3100,1114,A,8,45,
https://www.homeadvisor.com/cost/electrical/hire-an-electrician/?zip=undefined,Electrician Cost,Electrical,351,163,538,102028,A,10,175,
https://www.homeadvisor.com/cost/outdoor-living/basketball-sport-court/,Backyard Basketball Court Cost,,35000,8600,42000,0,A,,,
https://www.homeadvisor.com/cost/kitchens/build-kitchen-island/,Kitchen Island Cost,Remodeling/general contracting,4800,900,6500,0,A,90,150,
https://www.homeadvisor.com/cost/cabinets-and-countertops/quartz-countertops/,Quartz Countertops Cost,,4500,1500,8000,0,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/repair-a-vinyl-liner-for-a-swimming-pool/,Pool Liner Replacement Cost,,3732,2426,5386,1676,A,,,
https://www.homeadvisor.com/cost/painting/apply-whiteboard-paint/,How Much Does It Cost to Apply Whiteboard Paint?,,160,20,300,-1,"B (range-only, avgCost is a midpoint estimate)",,,
https://www.homeadvisor.com/cost/living-rooms/repair-a-tv-antenna/,Repair a TV Antenna Cost Calculator,,211,121,300,532,A,,,
https://www.homeadvisor.com/cost/storage-and-organization/ship-a-car/,Car Shipping Cost,,1190,1000,2000,0,A,,,
https://www.homeadvisor.com/cost/basements/,Basement Finishing Cost,,32000,15000,75000,0,A,,,
https://www.homeadvisor.com/cost/outdoor-living/build-a-dock/,Boat Dock Building Cost,,14835,3981,25690,178,A,,,
https://www.homeadvisor.com/cost/cleaning-services/sandblast-an-exterior-surface/,Sandblasting Cost,,864,395,1333,133,A,,,
https://www.homeadvisor.com/cost/additions-and-remodels/add-new-story/,Second Story Addition Cost,Remodeling/general contracting,175000,100000,250000,0,A,90,150,
https://www.homeadvisor.com/cost/outdoor-living/repair-an-awning/,Awning Repair Cost,,600,240,1190,0,A,,,
https://www.homeadvisor.com/cost/landscape/xeriscaping/,Xeriscaping Cost,Landscaping/lawn care,17000,5000,24000,0,A,8,45,
https://www.homeadvisor.com/cost/plumbing/install-ejector-pump/,Sewer Ejector Pump Cost,Plumbing,2300,850,3500,0,A,5,255,
https://www.homeadvisor.com/cost/plumbing/repair-a-sump-pump/,Sump Pump Repair Cost Calculator,Plumbing,366,300,500,5049,A,5,255,
https://www.homeadvisor.com/cost/painting/paint-a-mural-or-tromp-loeil/,Mural Cost,,1259,718,1840,193,A,,,
https://www.homeadvisor.com/cost/outdoor-living/install-an-awning/,Awning Installation Cost,,2438,1575,3728,2982,A,,,
https://www.homeadvisor.com/cost/outdoor-living/ipe-decking/,Ipe Decking Cost,,14,10,25,0,A,,,
https://www.homeadvisor.com/cost/storage-and-organization/packing-unpacking-service/,How Much Do Packers and Movers Cost in 2024?,,1235,270,2200,-1,"B (range-only, avgCost is a midpoint estimate)",,,
https://www.homeadvisor.com/cost/outdoor-living/awning-fabric/,Awning Fabric Replacement Cost,,784,279,1295,0,A,,,
https://www.homeadvisor.com/cost/environmental-safety/test-indoor-air-quality/,Indoor Air Quality Test Cost,,443,303,616,1479,A,,,
https://www.homeadvisor.com/cost/kitchens/repair-an-appliance/,Appliance Repair Cost Estimator,Appliance repair,154,104,231,70854,A,22,85,
https://www.homeadvisor.com/cost/lawn-and-garden/fertilize-a-lawn/,Lawn Fertilizing Cost,Landscaping/lawn care,356,142,570,104,A,8,45,
https://www.homeadvisor.com/cost/plumbing/steam-shower-installation/,Steam Shower Cost,Plumbing,4300,2800,7100,0,A,5,255,
https://www.homeadvisor.com/cost/storage-and-organization/hire-a-moving-service/,Movers Hiring Cost,,1563,834,2309,30296,A,,,
https://www.homeadvisor.com/cost/safety-and-security/make-and-install-signs/,Commercial Sign Installation Cost,,712,300,1125,33,A,,,
https://www.homeadvisor.com/cost/additions-and-remodels/build-shed-or-playhouse/,Shed Building or Playhouse Cost Calculator,Remodeling/general contracting,3500,1000,15000,0,A,90,150,
https://www.homeadvisor.com/cost/cleaning-services/area-rug-cleaning/,Professional Rug Cleaning Cost,,180,100,350,0,A,,,
https://www.homeadvisor.com/cost/additions-and-remodels/build-a-barn-shed-or-playhouse/,Barn Building Cost,Remodeling/general contracting,3350,2333,4366,716,A,90,150,
https://www.homeadvisor.com/cost/lawn-and-garden/dethatch-a-lawn/,Lawn Dethatching Cost,Landscaping/lawn care,180,100,350,0,A,8,45,
https://www.homeadvisor.com/cost/environmental-safety/remove-radon-gas/,Radon Mitigation System Cost,,1028,786,1274,0,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/lap-pool/,Build a Lap Pool Cost,,44000,6000,80000,0,A,,,
https://www.homeadvisor.com/cost/roofing/cedar-wood-shakes/,Cedar Shake Roof Cost,Roofing,21000,15800,30000,0,A,15,550,
https://www.homeadvisor.com/cost/storage-and-organization/ship-a-motorcycle/,Motorcycle Shipping Cost,,500,200,2000,0,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/radiant-barrier/,Radiant Barrier Cost,HVAC (AC/Heating),1700,710,2840,0,A,10,325,
https://www.homeadvisor.com/cost/plumbing/propane-tank-prices/,How Much Does a Propane Tank Cost?,Plumbing,1765,30,3500,-1,"B (range-only, avgCost is a midpoint estimate)",5,255,
https://www.homeadvisor.com/cost/painting/powder-coat-or-electrostatically-paint/,Powder Coating Cost,,772,402,1286,44,A,,,
https://www.homeadvisor.com/cost/siding/vinyl-siding-installation/,Vinyl Siding Replacement Cost,Siding,15560,9176,21962,5289,A,105,105,
https://www.homeadvisor.com/cost/lawn-and-garden/plant-a-tree/,Tree Planting Cost,Landscaping/lawn care,300,150,2000,0,A,8,45,
https://www.homeadvisor.com/cost/painting/paint-stucco-house/,Stucco House Painting Cost,,4500,3600,7200,0,A,,,
https://www.homeadvisor.com/cost/sunrooms/repair-a-sunroom-or-patio-enclosure/,,,3932,863,7001,674,A,,,
https://www.homeadvisor.com/cost/roofing/seal-a-roof/,Roof Coating Cost,Roofing,1700,580,2821,1661,A,15,550,
https://www.homeadvisor.com/cost/flooring/rubber-floor/,How Much Does Rubber Flooring Cost?,Flooring,1550,800,2300,-1,"B (range-only, avgCost is a midpoint estimate)",85,85,
https://www.homeadvisor.com/cost/outdoor-living/install-retractable-awning/,Retractable Awning Cost,,2000,1500,3500,0,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/ductless-heat-pump/,Ductless Heat Pump Installation Cost,HVAC (AC/Heating),6500,3000,8000,0,A,10,325,
https://www.homeadvisor.com/cost/outdoor-living/build-an-outdoor-kitchen/,Outdoor Kitchen Cost,,13920,9866,20000,288,A,,,
https://www.homeadvisor.com/cost/stairs-and-railings/stone-steps-prices/,,,2200,1400,1525,0,A,,,
https://www.homeadvisor.com/cost/cleaning-services/hire-a-maid-service/,House Cleaning Cost,,184,120,250,98892,A,,,
https://www.homeadvisor.com/cost/foundations/repair-a-foundation,Foundation Repair Cost,,6095,2526,9709,4221,A,,,
https://www.homeadvisor.com/cost/plumbing/install-a-tankless-water-heater/,Tankless Water Heater Cost,Plumbing,2602,1377,3827,3676,A,5,255,
https://www.homeadvisor.com/cost/cabinets-and-countertops/concrete-countertops/,Precast or Poured Concrete Countertops Cost,,3500,1500,6000,0,A,,,
https://www.homeadvisor.com/cost/home-theaters/,Home Theater Cost,,20000,10000,60000,0,A,,,
https://www.homeadvisor.com/cost/garages/prefab-garage-prices/,How Much Does a Prefab Garage Cost?,,76000,2000,150000,-1,"B (range-only, avgCost is a midpoint estimate)",,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/soapstone-counter-install/,Soapstone Countertops Cost,,2850,2100,7200,0,A,,,
https://www.homeadvisor.com/cost/outdoor-living/build-a-greenhouse/,Greenhouse Cost,,9640,3071,16209,14,A,,,
https://www.homeadvisor.com/cost/outdoor-living/build-an-arbor-pergola-or-trellis/,Pergola Cost,,4253,2118,6433,758,A,,,
https://www.homeadvisor.com/cost/landscape/house-demolition/,House Demolition Cost,Landscaping/lawn care,15800,6000,25000,0,A,8,45,
https://www.homeadvisor.com/cost/landscape/pond-liner-prices/,Pond Liner Cost,Landscaping/lawn care,1000,640,3980,0,A,8,45,
https://www.homeadvisor.com/cost/bedrooms/,Add a Bedroom and Bath Cost,,103300,37500,117000,0,A,,,
https://www.homeadvisor.com/cost/siding/install-aluminum-siding/,Aluminum Siding Cost,Siding,11750,4500,19000,0,A,105,105,
https://www.homeadvisor.com/cost/storage-and-organization/move-mobile-home/,Mobile Home Moving Cost,,9000,5000,20000,0,A,,,
https://www.homeadvisor.com/cost/stairs-and-railings/glass-railing-prices/,How Much Do Glass Railings Cost?,,5750,1500,10000,-1,"B (range-only, avgCost is a midpoint estimate)",,,
https://www.homeadvisor.com/cost/architects-and-engineers/build-your-own-house/,House Building Cost Yourself,,256000,122500,411500,0,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/condenser-fan-motor-replacement/,Repair or Replace a Condenser Fan Cost,HVAC (AC/Heating),500,100,700,0,A,10,325,
https://www.homeadvisor.com/cost/plumbing/install-replace-hose-bib/,Hose Bib Replacement Cost,Plumbing,300,200,600,0,A,5,255,
https://www.homeadvisor.com/cost/kitchens/install-a-garbage-disposal/,Garbage Disposal Installation Cost,Remodeling/general contracting,550,200,625,0,A,90,150,
https://www.homeadvisor.com/cost/heating-and-cooling/repoint-or-tuckpoint,Repointing Brick Cost,HVAC (AC/Heating),1450,400,2500,0,A,10,325,
https://www.homeadvisor.com/cost/plumbing/install-a-sewer-main/,Sewer Line Installation Cost,Plumbing,4296,2428,6507,3577,A,5,255,
https://www.homeadvisor.com/cost/flooring/cork-flooring-prices/,Cork Flooring Cost,Flooring,2050,1270,4600,0,A,85,85,
https://www.homeadvisor.com/cost/cabinets-and-countertops/recycled-glass-countertop-prices/,Recycled Glass Countertop Cost,,2700,1950,8400,0,A,,,
https://www.homeadvisor.com/cost/fencing/horse-farm-fencing/,Pipe Fence Cost,Fencing,2000,1675,2500,0,A,55,175,
https://www.homeadvisor.com/cost/plumbing/repair-a-sewer-main/,Sewer Line Replacement Cost,Plumbing,4439,2341,6647,39,A,5,255,
https://www.homeadvisor.com/cost/plumbing/install-a-bathtub/,Bathtub Replacement Cost,Plumbing,2774,825,4723,4369,A,5,255,
https://www.homeadvisor.com/cost/outdoor-living/build-floating-deck/,Floating Deck Cost,,4500,2500,14750,0,A,,,
https://www.homeadvisor.com/cost/landscape/remove-a-tree-stump,Tree Stump Removal Cost,Landscaping/lawn care,318,157,480,16334,A,8,45,
https://www.homeadvisor.com/cost/siding/metal-siding/,Metal Siding Cost,Siding,11193,3958,19216,195,A,105,105,
https://www.homeadvisor.com/cost/outdoor-living/build-or-resurface-a-tennis-court/,Tennis Court Cost,,15016,5366,24666,50,A,,,
https://www.homeadvisor.com/cost/flooring/remove-a-tile-floor/,Tile Floor Removal Cost,Flooring,560,320,1120,0,A,85,85,
https://www.homeadvisor.com/cost/plumbing/repair-a-water-main/,Main Water Line Leak Repair Costs,Plumbing,1025,354,1696,1622,A,5,255,
https://www.homeadvisor.com/cost/plumbing/repair-a-well-pump/,Well Pump Repair Cost,Plumbing,784,346,1221,5523,A,5,255,
https://www.homeadvisor.com/cost/outdoor-living/build-tigerwood-deck/,Tigerwood Decking Installation Cost,,9500,7500,12000,0,A,,,
https://www.homeadvisor.com/cost/storage-and-organization/hire-a-moving-service,Movers Hiring Cost,,1563,834,2309,30296,A,,,
https://www.homeadvisor.com/cost/garages/build-detached-garage/,Detached Garage Cost,,26400,19200,33600,0,A,,,
https://www.homeadvisor.com/cost/landscape/install-concrete-retaining-wall/,Concrete Retaining Wall Cost,Landscaping/lawn care,5200,3600,9000,0,A,8,45,
https://www.homeadvisor.com/cost/outdoor-living/install-metal-awning/,Metal Awning Cost,,850,450,1250,0,A,,,
https://www.homeadvisor.com/cost/siding/wood-replace-install/,Wood Siding Cost,Siding,12500,7000,23000,0,A,105,105,
https://www.homeadvisor.com/cost/outdoor-living/install-an-outdoor-misting-system/,Mosquito Misting System Cost,,2747,1957,3584,102,A,,,
https://www.homeadvisor.com/cost/roofing/rubber-membrane/,Rubber Roof Cost,Roofing,12000,6000,23000,0,A,15,550,
https://www.homeadvisor.com/cost/outdoor-living/install-trex-decking/,Trex Decking Cost,,6000,1850,9600,0,A,,,
https://www.homeadvisor.com/cost/cleaning-services/clean-walls-and-ceilings/,Wall and Ceiling Washing Cost,,235,195,276,1309,A,,,
https://www.homeadvisor.com/cost/landscape/sod-prices/,How Much Does a Pallet of Sod Cost in 2025?,Landscaping/lawn care,260,120,400,-1,"B (range-only, avgCost is a midpoint estimate)",8,45,
https://www.homeadvisor.com/cost/plumbing/convert-tub-shower/,Convert a Tub to Shower Cost,Plumbing,3000,1500,8000,0,A,5,255,
https://www.homeadvisor.com/cost/handyman/hire-a-handyman,Handyperson Cost,Handyman,506,218,795,104317,A,30,30,
https://www.homeadvisor.com/cost/architects-and-engineers/build-a-guest-house/,Building a Guest House Cost,,85000,62000,225000,0,A,,,
https://www.homeadvisor.com/cost/painting/paint-bathroom/,Bathroom Painting Cost,,300,200,500,0,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/install-a-heat-pump/,Heat Pump Cost,HVAC (AC/Heating),8112,7000,9225,4720,A,10,325,
https://www.homeadvisor.com/cost/siding/fiber-cement-siding/,Fiber Cement Siding Cost Calculator,Siding,10250,5000,15500,2301,A,105,105,
https://www.homeadvisor.com/cost/plumbing/repair-a-septic-tank/,Septic Tank Repair Cost,Plumbing,3477,1609,5519,1765,A,5,255,
https://www.homeadvisor.com/cost/heating-and-cooling/install-a-boiler,Boiler Replacement Cost,HVAC (AC/Heating),4339,2454,6723,2837,A,10,325,
https://www.homeadvisor.com/cost/insulation/remove-insulation/,Attic Insulation Removal Cost,,900,600,1200,0,A,,,
https://www.homeadvisor.com/cost/stairs-and-railings/repair-stairs-or-railings/,Stair Refinishing Cost,,788,321,1255,0,A,,,
https://www.homeadvisor.com/cost/disability-accommodation/repair-a-wheelchair-ramp/,Handicap Ramp Cost Calculator,,1203,535,2117,45,A,,,
https://www.homeadvisor.com/cost/fencing/install-an-aluminum-or-steel-fence/,Steel Fence Cost,Fencing,4951,3057,6845,1661,A,55,175,
https://www.homeadvisor.com/cost/walls-and-ceilings/crown-molding-installation/,Crown Molding Installation Cost Calculator,Mold removal,1696,912,2675,5957,A,75,650,
https://www.homeadvisor.com/cost/doors-and-windows/install-replace-storm-windows/,Hurricane Window Cost,Window replacement,2639,847,4909,962,A,30,350,
https://www.homeadvisor.com/cost/home-design-and-decor/remove-wallpaper/,Wallpaper Removal Cost,,1112,692,1610,116,A,,,
https://www.homeadvisor.com/cost/flooring/install-linoleum-flooring/,Linoleum Flooring Cost,Flooring,1760,650,4800,0,A,85,85,
https://www.homeadvisor.com/cost/walls-and-ceilings/drop-ceiling-install/,Drop Ceiling Installation Cost,,2328,987,3729,971,A,,,
https://www.homeadvisor.com/cost/flooring/slate-tile-floors/,Slate Flooring Cost,Flooring,10400,8000,12800,0,A,85,85,
https://www.homeadvisor.com/cost/additions-and-remodels/raise-a-roof/,Raising a Roof Cost,Remodeling/general contracting,60000,40000,80000,0,A,90,150,
https://www.homeadvisor.com/cost/doors-and-windows/install-egress-windows/,Egress Window Installation Cost,Window replacement,4922,3249,6594,760,A,30,350,
https://www.homeadvisor.com/cost/plumbing/install-a-sump-pump,Sump Pump Replacement Cost,Plumbing,1405,499,2334,1694,A,5,255,
https://www.homeadvisor.com/cost/cabinets-and-countertops/custom-cabinets/,Custom Cabinets Cost,,8827,2571,15700,2685,A,,,
https://www.homeadvisor.com/cost/walls-and-ceilings/plaster-repair/,Plaster Repair Cost,,3840,2000,7200,0,A,,,
https://www.homeadvisor.com/cost/kitchens/refinish-an-appliance/,Appliance Refinishing Cost,Appliance repair,340,149,534,89,A,22,85,
https://www.homeadvisor.com/cost/walls-and-ceilings/sheetrock-drywall-prices/,Drywall Cost,,2101,987,3215,0,A,,,
https://www.homeadvisor.com/cost/home-offices/install-telephone-jacks-and-wiring/,New Phone Line Inst,,244,94,395,1926,A,,,
https://www.homeadvisor.com/cost/landscape/koi-pond/,Install a Koi Pond Cost,Landscaping/lawn care,7500,3000,12000,0,A,8,45,
https://www.homeadvisor.com/cost/stairs-and-railings/install-stair-railings-balusters/,Stair Railing Installation Cost,,900,500,1300,0,A,,,
https://www.homeadvisor.com/cost/heating-and-cooling/repair-a-thermostat/,Thermostat Repair Cost Calculator,HVAC (AC/Heating),253,156,352,833,A,10,325,
https://www.homeadvisor.com/cost/inspectors-and-appraisers/purchase-a-home-warranty/,Home Warranty Cost,,2528,761,4326,1697,A,,,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/close-a-pool/,Pool Closing Cost,,250,175,300,0,A,,,
https://www.homeadvisor.com/cost/stairs-and-railings/install-hardwood-stairs/,Hardwood Stairs Installation Cost,,2400,1800,6300,0,A,,,
https://www.homeadvisor.com/cost/plumbing/install-a-faucet/,Kitchen Faucet Replacement Costs,Plumbing,323,190,458,6191,A,5,255,
https://www.homeadvisor.com/cost/roofing/ice-dam-removal-cost/,Ice Dam Removal Cost,Roofing,1200,650,2000,0,A,15,550,
https://www.homeadvisor.com/cost/swimming-pools-hot-tubs-and-saunas/repair-a-pool-enclosure/,Pool Screen Enclosure Repair Cost,,927,296,1593,799,A,,,
https://www.homeadvisor.com/cost/outdoor-living/concrete-sidewalk/,Concrete Walkway Cost,,2000,1600,2400,0,A,,,
https://www.homeadvisor.com/cost/cabinets-and-countertops/install-cabinets/,Cabinet Installation Cost,,9983,3782,16866,7810,A,,,
https://www.homeadvisor.com/cost/safety-and-security/install-a-security-gate/,Automatic Driveway Gate Cost Calculator,,3160,2500,5000,0,A,,,
https://www.homeadvisor.com/cost/lawn-and-garden/hydroseeding-prices/,Hydroseeding Cost,Landscaping/lawn care,1000,650,2200,0,A,8,45,
https://www.homeadvisor.com/cost/roofing/green-roof/,Green Roof Installation Cost,Roofing,18000,10000,25000,0,A,15,550,
